Time(s),ECG(mV)
48.484,0.12
48.488,0.125
48.492,0.14
48.496,0.155
48.5,0.15
48.504,0.155
48.508,0.16
48.512,0.155
48.516,0.135
48.52,0.145
48.524,0.14
48.528,0.12
48.532,0.11
48.536,0.12
48.54,0.12
48.544,0.1
48.548,0.1
48.552,0.08
48.556,0.08
48.56,0.075
48.564,0.07
48.568,0.08
48.572,0.08
48.576,0.065
48.58,0.08
48.584,0.08
48.588,0.085
48.592,0.075
48.596,0.065
48.6,0.085
48.604,0.085
48.608,0.075
48.612,0.09
48.616,0.07
48.62,0.07
48.624,0.12
48.628,0.155
48.632,0.21
48.636,0.305
48.64,0.455
48.644,0.665
48.648,0.86
48.652,0.955
48.656,0.815
48.66,0.52
48.664,0.12
48.668,-0.24
48.672,-0.38
48.676,-0.38
48.68,-0.27
48.684,-0.175
48.688,-0.105
48.692,-0.045
48.696,-0.005
48.7,0.025
48.704,0.055
48.708,0.08
48.712,0.06
48.716,0.08
48.72,0.06
48.724,0.07
48.728,0.08
48.732,0.08
48.736,0.085
48.74,0.09
48.744,0.09
48.748,0.1
48.752,0.095
48.756,0.1
48.76,0.1
48.764,0.095
48.768,0.12
48.772,0.1
48.776,0.12
48.78,0.115
48.784,0.12
48.788,0.135
48.792,0.115
48.796,0.12
48.8,0.145
48.804,0.14
48.808,0.14
48.812,0.145
48.816,0.15
48.82,0.17
48.824,0.16
48.828,0.175
48.832,0.175
48.836,0.175
48.84,0.18
48.844,0.19
48.848,0.185
48.852,0.195
48.856,0.195
48.86,0.2
48.864,0.215
48.868,0.23
48.872,0.22
48.876,0.225
48.88,0.23
48.884,0.245
48.888,0.245
48.892,0.24
48.896,0.24
48.9,0.235
48.904,0.23
48.908,0.225
48.912,0.225
48.916,0.215
48.92,0.23
48.924,0.2
48.928,0.2
48.932,0.2
48.936,0.185
48.94,0.17
48.944,0.165
48.948,0.14
48.952,0.12
48.956,0.125
48.96,0.1
48.964,0.085
48.968,0.07
48.972,0.055
48.976,0.045
48.98,0.025
48.984,0.03
48.988,0.02
48.992,0.01
48.996,-0.0
49.0,-0.0
49.004,-0.015
49.008,-0.01
49.012,-0.015
49.016,-0.015
49.02,-0.015
49.024,-0.005
49.028,-0.0
49.032,0.005
49.036,-0.02
49.04,-0.0
49.044,0.005
49.048,-0.0
49.052,-0.0
49.056,0.01
49.06,0.01
49.064,-0.0
49.068,0.015
49.072,0.025
49.076,0.02
49.08,0.02
49.084,0.02
49.088,0.02
49.092,0.025
49.096,0.02
49.1,0.035
49.104,0.04
49.108,0.035
49.112,0.035
49.116,0.045
49.12,0.04
49.124,0.04
49.128,0.04
49.132,0.05
49.136,0.045
49.14,0.05
49.144,0.05
49.148,0.04
49.152,0.06
49.156,0.06
49.16,0.055
49.164,0.05
49.168,0.05
49.172,0.05
49.176,0.05
49.18,0.045
49.184,0.05
49.188,0.055
49.192,0.05
49.196,0.055
49.2,0.06
49.204,0.045
49.208,0.06
49.212,0.055
49.216,0.055
49.22,0.05
49.224,0.05
49.228,0.055
49.232,0.06
49.236,0.055
49.24,0.06
49.244,0.06
49.248,0.055
49.252,0.055
49.256,0.06
49.26,0.06
49.264,0.055
49.268,0.065
49.272,0.055
49.276,0.05
49.28,0.06
49.284,0.065
49.288,0.06
49.292,0.07
49.296,0.07
49.3,0.065
49.304,0.07
49.308,0.05
49.312,0.06
49.316,0.065
49.32,0.055
49.324,0.07
49.328,0.07
49.332,0.08
49.336,0.075
49.34,0.07
49.344,0.07
49.348,0.075
49.352,0.07
49.356,0.065
49.36,0.08
49.364,0.075
49.368,0.08
49.372,0.08
49.376,0.08
49.38,0.1
49.384,0.085
49.388,0.095
49.392,0.095
49.396,0.095
49.4,0.09
49.404,0.1
49.408,0.09
49.412,0.1
49.416,0.1
49.42,0.085
49.424,0.11
49.428,0.115
49.432,0.115
49.436,0.12
49.44,0.12
49.444,0.125
49.448,0.13
49.452,0.135
49.456,0.145
49.46,0.155
49.464,0.145
49.468,0.15
49.472,0.15
49.476,0.15
49.48,0.14
49.484,0.14
49.488,0.135
49.492,0.13
49.496,0.115
49.5,0.11
49.504,0.115
49.508,0.09
49.512,0.1
49.516,0.08
49.52,0.07
49.524,0.065
49.528,0.08
49.532,0.065
49.536,0.08
49.54,0.075
49.544,0.075
49.548,0.08
49.552,0.07
49.556,0.08
49.56,0.065
49.564,0.08
49.568,0.08
49.572,0.075
49.576,0.075
49.58,0.08
49.584,0.065
49.588,0.095
49.592,0.135
49.596,0.16
49.6,0.26
49.604,0.395
49.608,0.575
49.612,0.78
49.616,0.9
49.62,0.895
49.624,0.63
49.628,0.255
49.632,-0.15
49.636,-0.325
49.64,-0.405
49.644,-0.33
49.648,-0.22
49.652,-0.12
49.656,-0.06
49.66,-0.0
49.664,0.02
49.668,0.055
49.672,0.07
49.676,0.08
49.68,0.06
49.684,0.065
49.688,0.08
49.692,0.065
49.696,0.08
49.7,0.09
49.704,0.095
49.708,0.095
49.712,0.09
49.716,0.1
49.72,0.105
49.724,0.1
49.728,0.115
49.732,0.12
49.736,0.105
49.74,0.12
49.744,0.125
49.748,0.125
49.752,0.135
49.756,0.14
49.76,0.145
49.764,0.135
49.768,0.14
49.772,0.135
49.776,0.16
49.78,0.145
49.784,0.17
49.788,0.16
49.792,0.155
49.796,0.16
49.8,0.18
49.804,0.175
49.808,0.18
49.812,0.18
49.816,0.195
49.82,0.2
49.824,0.2
49.828,0.195
49.832,0.2
49.836,0.215
49.84,0.215
49.844,0.225
49.848,0.22
49.852,0.23
49.856,0.225
49.86,0.225
49.864,0.225
49.868,0.24
49.872,0.22
49.876,0.205
49.88,0.21
49.884,0.205
49.888,0.21
49.892,0.21
49.896,0.195
49.9,0.18
49.904,0.175
49.908,0.155
49.912,0.15
49.916,0.125
49.92,0.11
49.924,0.1
49.928,0.09
49.932,0.06
49.936,0.06
49.94,0.04
49.944,0.04
49.948,0.03
49.952,0.01
49.956,0.015
49.96,0.01
49.964,0.005
49.968,0.01
49.972,0.005
49.976,0.01
49.98,0.01
49.984,0.01
49.988,0.005
49.992,0.01
49.996,0.01
50.0,-0.0
50.004,-0.0
50.008,0.01
50.012,0.015
50.016,0.025
50.02,0.015
50.024,0.025
50.028,0.02
50.032,0.03
50.036,0.025
50.04,0.03
50.044,0.035
50.048,0.025
50.052,0.04
50.056,0.04
50.06,0.03
50.064,0.05
50.068,0.045
50.072,0.04
50.076,0.04
50.08,0.05
50.084,0.045
50.088,0.045
50.092,0.04
50.096,0.045
50.1,0.055
50.104,0.05
50.108,0.035
50.112,0.04
50.116,0.055
50.12,0.06
50.124,0.06
50.128,0.04
50.132,0.06
50.136,0.03
50.14,0.04
50.144,0.055
50.148,0.045
50.152,0.06
50.156,0.055
50.16,0.06
50.164,0.055
50.168,0.065
50.172,0.045
50.176,0.05
50.18,0.045
50.184,0.045
50.188,0.045
50.192,0.05
50.196,0.04
50.2,0.06
50.204,0.05
50.208,0.05
50.212,0.06
50.216,0.06
50.22,0.06
50.224,0.06
50.228,0.07
50.232,0.065
50.236,0.06
50.24,0.08
50.244,0.075
50.248,0.07
50.252,0.07
50.256,0.065
50.26,0.075
50.264,0.065
50.268,0.075
50.272,0.08
50.276,0.08
50.28,0.07
50.284,0.06
50.288,0.075
50.292,0.08
50.296,0.07
50.3,0.08
50.304,0.08
50.308,0.095
50.312,0.085
50.316,0.095
50.32,0.095
50.324,0.08
50.328,0.095
50.332,0.1
50.336,0.08
50.34,0.09
50.344,0.085
50.348,0.08
50.352,0.09
50.356,0.095
50.36,0.085
50.364,0.08
50.368,0.095
50.372,0.09
50.376,0.085
50.38,0.095
50.384,0.105
50.388,0.11
50.392,0.11
50.396,0.12
50.4,0.12
50.404,0.125
50.408,0.11
50.412,0.125
50.416,0.14
50.42,0.155
50.424,0.14
50.428,0.16
50.432,0.14
50.436,0.145
50.44,0.14
50.444,0.14
50.448,0.14
50.452,0.14
50.456,0.125
50.46,0.115
50.464,0.1
50.468,0.1
50.472,0.11
50.476,0.09
50.48,0.085
50.484,0.06
50.488,0.07
50.492,0.07
50.496,0.07
50.5,0.07
50.504,0.075
50.508,0.065
50.512,0.06
50.516,0.07
50.52,0.065
50.524,0.08
50.528,0.06
50.532,0.08
50.536,0.08
50.54,0.08
50.544,0.08
50.548,0.075
50.552,0.095
50.556,0.145
50.56,0.185
50.564,0.27
50.568,0.41
50.572,0.58
50.576,0.77
50.58,0.86
50.584,0.855
50.588,0.595
50.592,0.24
50.596,-0.13
50.6,-0.32
50.604,-0.38
50.608,-0.3
50.612,-0.18
50.616,-0.095
50.62,-0.04
50.624,-0.02
50.628,0.04
50.632,0.08
50.636,0.075
50.64,0.085
50.644,0.09
50.648,0.085
50.652,0.1
50.656,0.09
50.66,0.085
50.664,0.095
50.668,0.1
50.672,0.105
50.676,0.1
50.68,0.1
50.684,0.11
50.688,0.12
50.692,0.115
50.696,0.12
50.7,0.125
50.704,0.12
50.708,0.115
50.712,0.11
50.716,0.12
50.72,0.125
50.724,0.125
50.728,0.135
50.732,0.135
50.736,0.14
50.74,0.14
50.744,0.13
50.748,0.14
50.752,0.16
50.756,0.155
50.76,0.16
50.764,0.175
50.768,0.175
50.772,0.185
50.776,0.185
50.78,0.195
50.784,0.2
50.788,0.195
50.792,0.2
50.796,0.21
50.8,0.205
50.804,0.22
50.808,0.22
50.812,0.21
50.816,0.23
50.82,0.225
50.824,0.225
50.828,0.2
50.832,0.22
50.836,0.225
50.84,0.205
50.844,0.22
50.848,0.22
50.852,0.22
50.856,0.2
50.86,0.19
50.864,0.18
50.868,0.175
50.872,0.15
50.876,0.14
50.88,0.125
50.884,0.115
50.888,0.1
50.892,0.095
50.896,0.06
50.9,0.065
50.904,0.04
50.908,0.03
50.912,0.025
50.916,0.02
50.92,-0.0
50.924,0.015
50.928,0.02
50.932,-0.0
50.936,0.02
50.94,-0.0
50.944,0.01
50.948,-0.0
50.952,-0.0
50.956,-0.0
50.96,0.01
50.964,0.015
50.968,-0.0
50.972,0.02
50.976,0.02
50.98,0.005
50.984,0.015
50.988,0.02
50.992,0.02
50.996,0.025
51.0,0.03
51.004,0.02
51.008,0.035
51.012,0.035
51.016,0.03
51.02,0.03
51.024,0.02
51.028,0.03
51.032,0.02
51.036,0.035
51.04,0.03
51.044,0.03
51.048,0.035
51.052,0.04
51.056,0.05
51.06,0.06
51.064,0.055
51.068,0.03
51.072,0.035
51.076,0.045
51.08,0.04
51.084,0.035
51.088,0.05
51.092,0.04
51.096,0.055
51.1,0.045
51.104,0.05
51.108,0.06
51.112,0.055
51.116,0.05
51.12,0.04
51.124,0.04
51.128,0.06
51.132,0.055
51.136,0.03
51.14,0.03
51.144,0.06
51.148,0.04
51.152,0.035
51.156,0.055
51.16,0.06
51.164,0.06
51.168,0.045
51.172,0.06
51.176,0.06
51.18,0.06
51.184,0.06
51.188,0.06
51.192,0.06
51.196,0.06
51.2,0.075
51.204,0.065
51.208,0.07
51.212,0.08
51.216,0.08
51.22,0.075
51.224,0.075
51.228,0.07
51.232,0.08
51.236,0.075
51.24,0.07
51.244,0.08
51.248,0.075
51.252,0.09
51.256,0.08
51.26,0.08
51.264,0.085
51.268,0.08
51.272,0.1
51.276,0.085
51.28,0.09
51.284,0.08
51.288,0.1
51.292,0.1
51.296,0.115
51.3,0.11
51.304,0.11
51.308,0.11
51.312,0.105
51.316,0.12
51.32,0.13
51.324,0.12
51.328,0.145
51.332,0.13
51.336,0.14
51.34,0.125
51.344,0.13
51.348,0.12
51.352,0.12
51.356,0.12
51.36,0.09
51.364,0.115
51.368,0.085
51.372,0.08
51.376,0.08
51.38,0.08
51.384,0.07
51.388,0.05
51.392,0.065
51.396,0.06
51.4,0.06
51.404,0.07
51.408,0.06
51.412,0.07
51.416,0.065
51.42,0.06
51.424,0.07
51.428,0.075
51.432,0.07
51.436,0.06
51.44,0.08
51.444,0.075
51.448,0.065
51.452,0.085
51.456,0.13
51.46,0.16
51.464,0.23
51.468,0.355
51.472,0.525
51.476,0.725
51.48,0.85
51.484,0.86
51.488,0.61
51.492,0.255
51.496,-0.1
51.5,-0.285
51.504,-0.36
51.508,-0.285
51.512,-0.19
51.516,-0.1
51.52,-0.04
51.524,-0.0
51.528,0.035
51.532,0.065
51.536,0.085
51.54,0.07
51.544,0.075
51.548,0.09
51.552,0.08
51.556,0.08
51.56,0.09
51.564,0.105
51.568,0.1
51.572,0.1
51.576,0.1
51.58,0.1
51.584,0.11
51.588,0.11
51.592,0.11
51.596,0.11
51.6,0.12
51.604,0.115
51.608,0.115
51.612,0.125
51.616,0.12
51.62,0.115
51.624,0.125
51.628,0.125
51.632,0.11
51.636,0.125
51.64,0.12
51.644,0.145
51.648,0.145
51.652,0.135
51.656,0.165
51.66,0.16
51.664,0.16
51.668,0.16
51.672,0.175
51.676,0.165
51.68,0.18
51.684,0.18
51.688,0.185
51.692,0.2
51.696,0.19
51.7,0.205
51.704,0.205
51.708,0.215
51.712,0.23
51.716,0.225
51.72,0.22
51.724,0.22
51.728,0.24
51.732,0.22
51.736,0.21
51.74,0.21
51.744,0.195
51.748,0.205
51.752,0.205
51.756,0.19
51.76,0.19
51.764,0.16
51.768,0.16
51.772,0.145
51.776,0.12
51.78,0.105
51.784,0.09
51.788,0.075
51.792,0.07
51.796,0.05
51.8,0.04
51.804,0.03
51.808,0.02
51.812,0.01
51.816,0.005
51.82,-0.0
51.824,0.005
51.828,-0.01
51.832,-0.0
51.836,0.005
51.84,-0.005
51.844,-0.0
51.848,-0.0
51.852,-0.0
51.856,-0.0
51.86,-0.0
51.864,0.01
51.868,0.02
51.872,0.015
51.876,0.01
51.88,0.015
51.884,0.02
51.888,0.005
51.892,0.02
51.896,0.03
51.9,0.02
51.904,0.02
51.908,0.035
51.912,0.02
51.916,0.04
51.92,0.02
51.924,0.03
51.928,0.02
51.932,0.04
51.936,0.035
51.94,0.03
51.944,0.03
51.948,0.03
51.952,0.04
51.956,0.03
51.96,0.03
51.964,0.035
51.968,0.055
51.972,0.035
51.976,0.035
51.98,0.04
51.984,0.04
51.988,0.04
51.992,0.04
51.996,0.035
52.0,0.035
52.004,0.035
52.008,0.04
52.012,0.035
52.016,0.04
52.02,0.045
52.024,0.04
52.028,0.055
52.032,0.045
52.036,0.05
52.04,0.04
52.044,0.04
52.048,0.045
52.052,0.05
52.056,0.05
52.06,0.04
52.064,0.045
52.068,0.065
52.072,0.045
52.076,0.05
52.08,0.05
52.084,0.06
52.088,0.06
52.092,0.06
52.096,0.06
52.1,0.065
52.104,0.06
52.108,0.06
52.112,0.065
52.116,0.06
52.12,0.07
52.124,0.06
52.128,0.075
52.132,0.06
52.136,0.08
52.14,0.08
52.144,0.075
52.148,0.085
52.152,0.08
52.156,0.08
52.16,0.08
52.164,0.08
52.168,0.09
52.172,0.105
52.176,0.095
52.18,0.1
52.184,0.105
52.188,0.105
52.192,0.1
52.196,0.125
52.2,0.14
52.204,0.14
52.208,0.15
52.212,0.15
52.216,0.145
52.22,0.13
52.224,0.14
52.228,0.135
52.232,0.125
52.236,0.1
52.24,0.1
52.244,0.1
52.248,0.09
52.252,0.08
52.256,0.085
52.26,0.08
52.264,0.06
52.268,0.08
52.272,0.07
52.276,0.07
52.28,0.07
52.284,0.06
52.288,0.06
52.292,0.06
52.296,0.07
52.3,0.075
52.304,0.06
52.308,0.06
52.312,0.065
52.316,0.075
52.32,0.075
52.324,0.08
52.328,0.065
52.332,0.09
52.336,0.13
52.34,0.18
52.344,0.27
52.348,0.405
52.352,0.61
52.356,0.82
52.36,0.93
52.364,0.86
52.368,0.58
52.372,0.18
52.376,-0.205
52.38,-0.375
52.384,-0.42
52.388,-0.3
52.392,-0.19
52.396,-0.095
52.4,-0.045
52.404,-0.01
52.408,0.035
52.412,0.05
52.416,0.07
52.42,0.07
52.424,0.065
52.428,0.06
52.432,0.075
52.436,0.08
52.44,0.095
52.444,0.1
52.448,0.09
52.452,0.1
52.456,0.1
52.46,0.1
52.464,0.1
52.468,0.105
52.472,0.12
52.476,0.105
52.48,0.115
52.484,0.125
52.488,0.125
52.492,0.115
52.496,0.13
52.5,0.14
52.504,0.13
52.508,0.14
52.512,0.13
52.516,0.14
52.52,0.15
52.524,0.145
52.528,0.145
52.532,0.145
52.536,0.16
52.54,0.155
52.544,0.16
52.548,0.16
52.552,0.17
52.556,0.17
52.56,0.185
52.564,0.195
52.568,0.195
52.572,0.205
52.576,0.215
52.58,0.215
52.584,0.215
52.588,0.225
52.592,0.24
52.596,0.255
52.6,0.24
52.604,0.24
52.608,0.235
52.612,0.235
52.616,0.22
52.62,0.24
52.624,0.22
52.628,0.225
52.632,0.22
52.636,0.205
52.64,0.21
52.644,0.18
52.648,0.155
52.652,0.16
52.656,0.135
52.66,0.105
52.664,0.1
52.668,0.095
52.672,0.07
52.676,0.055
52.68,0.04
52.684,0.03
52.688,0.015
52.692,0.005
52.696,0.005
52.7,0.005
52.704,-0.0
52.708,-0.0
52.712,-0.0
52.716,-0.0
52.72,-0.005
52.724,-0.0
52.728,-0.0
52.732,-0.0
52.736,-0.0
52.74,-0.0
52.744,0.005
52.748,-0.0
52.752,0.015
52.756,0.015
52.76,0.015
52.764,0.005
52.768,0.02
52.772,0.02
52.776,0.015
52.78,0.025
52.784,0.02
52.788,0.02
52.792,0.025
52.796,0.03
52.8,0.03
52.804,0.04
52.808,0.025
52.812,0.04
52.816,0.04
52.82,0.03
52.824,0.05
52.828,0.045
52.832,0.04
52.836,0.045
52.84,0.03
52.844,0.04
52.848,0.05
52.852,0.055
52.856,0.055
52.86,0.04
52.864,0.055
52.868,0.055
52.872,0.035
52.876,0.035
52.88,0.055
52.884,0.04
52.888,0.045
52.892,0.05
52.896,0.055
52.9,0.04
52.904,0.045
52.908,0.06
52.912,0.045
52.916,0.05
52.92,0.04
52.924,0.04
52.928,0.06
52.932,0.055
52.936,0.04
52.94,0.055
52.944,0.06
52.948,0.07
52.952,0.06
52.956,0.06
52.96,0.055
52.964,0.065
52.968,0.06
52.972,0.07
52.976,0.055
52.98,0.07
52.984,0.055
52.988,0.075
52.992,0.075
52.996,0.06
53.0,0.07
53.004,0.075
53.008,0.08
53.012,0.06
53.016,0.08
53.02,0.08
53.024,0.08
53.028,0.09
53.032,0.1
53.036,0.1
53.04,0.105
53.044,0.115
53.048,0.1
53.052,0.135
53.056,0.14
53.06,0.145
53.064,0.155
53.068,0.14
53.072,0.15
53.076,0.14
53.08,0.135
53.084,0.14
53.088,0.125
53.092,0.115
53.096,0.105
53.1,0.105
53.104,0.085
53.108,0.1
53.112,0.095
53.116,0.08
53.12,0.06
53.124,0.07
53.128,0.075
53.132,0.065
53.136,0.06
53.14,0.08
53.144,0.065
53.148,0.07
53.152,0.06
53.156,0.08
53.16,0.08
53.164,0.06
53.168,0.065
53.172,0.075
53.176,0.08
53.18,0.06
53.184,0.075
53.188,0.115
53.192,0.13
53.196,0.2
53.2,0.31
53.204,0.455
53.208,0.665
53.212,0.86
53.216,0.935
53.22,0.81
53.224,0.505
53.228,0.105
53.232,-0.235
53.236,-0.38
53.24,-0.385
53.244,-0.28
53.248,-0.175
53.252,-0.1
53.256,-0.05
53.26,-0.005
53.264,0.02
53.268,0.06
53.272,0.065
53.276,0.065
53.28,0.065
53.284,0.065
53.288,0.075
53.292,0.08
53.296,0.08
53.3,0.08
53.304,0.075
53.308,0.085
53.312,0.1
53.316,0.095
53.32,0.085
53.324,0.115
53.328,0.12
53.332,0.115
53.336,0.12
53.34,0.13
53.344,0.12
53.348,0.125
53.352,0.12
53.356,0.13
53.36,0.13
53.364,0.14
53.368,0.15
53.372,0.14
53.376,0.15
53.38,0.155
53.384,0.155
53.388,0.165
53.392,0.15
53.396,0.18
53.4,0.175
53.404,0.165
53.408,0.19
53.412,0.19
53.416,0.2
53.42,0.205
53.424,0.2
53.428,0.22
53.432,0.2
53.436,0.23
53.44,0.225
53.444,0.225
53.448,0.22
53.452,0.245
53.456,0.23
53.46,0.235
53.464,0.26
53.468,0.23
53.472,0.22
53.476,0.24
53.48,0.24
53.484,0.22
53.488,0.23
53.492,0.215
53.496,0.195
53.5,0.19
53.504,0.16
53.508,0.16
53.512,0.125
53.516,0.135
53.52,0.085
53.524,0.085
53.528,0.07
53.532,0.055
53.536,0.03
53.54,0.025
53.544,0.03
53.548,0.01
53.552,0.015
53.556,-0.0
53.56,-0.015
53.564,-0.0
53.568,0.005
53.572,-0.01
53.576,-0.01
53.58,-0.01
53.584,-0.02
53.588,-0.005
53.592,-0.0
53.596,-0.0
53.6,-0.005
53.604,-0.0
53.608,0.005
53.612,0.015
53.616,0.01
53.62,0.005
53.624,0.02
53.628,0.015
53.632,0.015
53.636,0.02
53.64,0.03
53.644,0.035
53.648,0.03
53.652,0.035
53.656,0.04
53.66,0.035
53.664,0.035
53.668,0.04
53.672,0.04
53.676,0.04
53.68,0.04
53.684,0.04
53.688,0.04
53.692,0.045
53.696,0.055
53.7,0.06
53.704,0.055
53.708,0.05
53.712,0.06
53.716,0.055
53.72,0.045
53.724,0.05
53.728,0.05
53.732,0.055
53.736,0.055
53.74,0.06
53.744,0.06
53.748,0.045
53.752,0.06
53.756,0.06
53.76,0.04
53.764,0.06
53.768,0.065
53.772,0.05
53.776,0.055
53.78,0.065
53.784,0.055
53.788,0.065
53.792,0.06
53.796,0.06
53.8,0.06
53.804,0.06
53.808,0.06
53.812,0.05
53.816,0.06
53.82,0.07
53.824,0.055
53.828,0.07
53.832,0.06
53.836,0.05
53.84,0.065
53.844,0.06
53.848,0.06
53.852,0.065
53.856,0.075
53.86,0.08
53.864,0.065
53.868,0.06
53.872,0.065
53.876,0.09
53.88,0.07
53.884,0.1
53.888,0.095
53.892,0.09
53.896,0.11
53.9,0.1
53.904,0.1
53.908,0.125
53.912,0.125
53.916,0.135
53.92,0.14
53.924,0.135
53.928,0.125
53.932,0.13
53.936,0.115
53.94,0.13
53.944,0.105
53.948,0.115
53.952,0.1
53.956,0.1
53.96,0.095
53.964,0.085
53.968,0.09
53.972,0.075
53.976,0.075
53.98,0.06
53.984,0.06
53.988,0.07
53.992,0.085
53.996,0.075
54.0,0.08
54.004,0.07
54.008,0.08
54.012,0.08
54.016,0.07
54.02,0.07
54.024,0.09
54.028,0.08
54.032,0.07
54.036,0.07
54.04,0.08
54.044,0.12
54.048,0.14
54.052,0.205
54.056,0.305
54.06,0.46
54.064,0.67
54.068,0.86
54.072,0.95
54.076,0.8
54.08,0.5
54.084,0.1
54.088,-0.255
54.092,-0.37
54.096,-0.38
54.1,-0.265
54.104,-0.16
54.108,-0.1
54.112,-0.035
54.116,-0.0
54.12,0.045
54.124,0.08
54.128,0.08
54.132,0.06
54.136,0.065
54.14,0.07
54.144,0.08
54.148,0.075
54.152,0.085
54.156,0.085
54.16,0.08
54.164,0.085
54.168,0.09
54.172,0.08
54.176,0.1
54.18,0.105
54.184,0.1
54.188,0.105
54.192,0.1
54.196,0.12
54.2,0.12
54.204,0.115
54.208,0.12
54.212,0.125
54.216,0.13
54.22,0.125
54.224,0.13
54.228,0.14
54.232,0.16
54.236,0.145
54.24,0.15
54.244,0.15
54.248,0.16
54.252,0.165
54.256,0.16
54.26,0.175
54.264,0.175
54.268,0.19
54.272,0.195
54.276,0.195
54.28,0.22
54.284,0.21
54.288,0.21
54.292,0.22
54.296,0.24
54.3,0.24
54.304,0.24
54.308,0.24
54.312,0.24
54.316,0.24
54.32,0.25
54.324,0.24
54.328,0.255
54.332,0.235
54.336,0.22
54.34,0.23
54.344,0.22
54.348,0.21
54.352,0.195
54.356,0.185
54.36,0.18
54.364,0.155
54.368,0.135
54.372,0.13
54.376,0.12
54.38,0.08
54.384,0.08
54.388,0.06
54.392,0.05
54.396,0.04
54.4,0.025
54.404,0.01
54.408,0.01
54.412,0.005
54.416,-0.005
54.42,-0.0
54.424,-0.0
54.428,-0.0
54.432,-0.0
54.436,-0.0
54.44,-0.005
54.444,-0.0
54.448,0.01
54.452,0.015
54.456,-0.005
54.46,-0.0
54.464,0.005
54.468,0.01
54.472,0.015
54.476,-0.0
54.48,0.01
54.484,0.005
54.488,-0.0
54.492,0.015
54.496,0.02
54.5,0.025
54.504,0.02
54.508,0.03
54.512,0.025
54.516,0.03
54.52,0.025
54.524,0.035
54.528,0.035
54.532,0.03
54.536,0.04
54.54,0.04
54.544,0.045
54.548,0.04
54.552,0.045
54.556,0.04
54.56,0.055
54.564,0.05
54.568,0.045
54.572,0.055
54.576,0.05
54.58,0.05
54.584,0.05
54.588,0.04
54.592,0.055
54.596,0.055
54.6,0.055
54.604,0.045
54.608,0.06
54.612,0.06
54.616,0.06
54.62,0.06
54.624,0.04
54.628,0.06
54.632,0.07
54.636,0.075
54.64,0.065
54.644,0.06
54.648,0.06
54.652,0.07
54.656,0.06
54.66,0.055
54.664,0.06
54.668,0.07
54.672,0.045
54.676,0.06
54.68,0.065
54.684,0.065
54.688,0.075
54.692,0.065
54.696,0.075
54.7,0.06
54.704,0.08
54.708,0.08
54.712,0.065
54.716,0.06
54.72,0.05
54.724,0.075
54.728,0.07
54.732,0.065
54.736,0.075
54.74,0.08
54.744,0.08
54.748,0.09
54.752,0.09
54.756,0.1
54.76,0.095
54.764,0.1
54.768,0.1
54.772,0.12
54.776,0.13
54.78,0.135
54.784,0.14
54.788,0.135
54.792,0.125
54.796,0.12
54.8,0.115
54.804,0.125
54.808,0.105
54.812,0.1
54.816,0.1
54.82,0.09
54.824,0.095
54.828,0.08
54.832,0.09
54.836,0.07
54.84,0.075
54.844,0.06
54.848,0.065
54.852,0.08
54.856,0.07
54.86,0.065
54.864,0.06
54.868,0.075
54.872,0.08
54.876,0.08
54.88,0.08
54.884,0.085
54.888,0.08
54.892,0.09
54.896,0.09
54.9,0.08
54.904,0.08
54.908,0.13
54.912,0.15
54.916,0.24
54.92,0.34
54.924,0.54
54.928,0.74
54.932,0.9
54.936,0.945
54.94,0.725
54.944,0.37
54.948,-0.01
54.952,-0.27
54.956,-0.38
54.96,-0.35
54.964,-0.23
54.968,-0.15
54.972,-0.08
54.976,-0.03
54.98,0.02
54.984,0.04
54.988,0.055
54.992,0.07
54.996,0.065
55.0,0.075
55.004,0.055
55.008,0.09
55.012,0.08
55.016,0.085
55.02,0.08
55.024,0.1
55.028,0.085
55.032,0.1
55.036,0.1
55.04,0.1
55.044,0.11
55.048,0.095
55.052,0.12
55.056,0.1
55.06,0.125
55.064,0.105
55.068,0.11
55.072,0.12
55.076,0.12
55.08,0.135
55.084,0.125
55.088,0.13
55.092,0.14
55.096,0.13
55.1,0.14
55.104,0.16
55.108,0.145
55.112,0.16
55.116,0.17
55.12,0.16
55.124,0.16
55.128,0.185
55.132,0.195
55.136,0.2
55.14,0.195
55.144,0.2
55.148,0.21
55.152,0.225
55.156,0.23
55.16,0.235
55.164,0.23
55.168,0.245
55.172,0.24
55.176,0.24
55.18,0.235
55.184,0.24
55.188,0.245
55.192,0.24
55.196,0.24
55.2,0.22
55.204,0.22
55.208,0.21
55.212,0.21
55.216,0.2
55.22,0.205
55.224,0.16
55.228,0.15
55.232,0.14
55.236,0.115
55.24,0.11
55.244,0.085
55.248,0.08
55.252,0.06
55.256,0.05
55.26,0.03
55.264,0.035
55.268,0.03
55.272,0.015
55.276,0.01
55.28,-0.0
55.284,0.015
55.288,-0.0
55.292,-0.0
55.296,0.005
55.3,-0.0
55.304,-0.0
55.308,0.005
55.312,0.01
55.316,-0.0
55.32,-0.0
55.324,0.005
55.328,0.02
55.332,-0.0
55.336,0.015
55.34,0.015
55.344,-0.0
55.348,-0.0
55.352,0.015
55.356,0.015
55.36,0.02
55.364,0.03
55.368,0.025
55.372,0.02
55.376,0.02
55.38,0.03
55.384,0.03
55.388,0.04
55.392,0.03
55.396,0.045
55.4,0.04
